7.988320003	-133.4217953
7.697977241	-134.34389
7.395735628	-135.2637659
7.081563626	-136.1813483
6.755434292	-137.0965557
6.417325524	-138.0093001
6.067220303	-138.9194875
5.705106924	-139.8270173
5.330979221	-140.731783
4.944836777	-141.6336719
4.546685125	-142.5325654
4.136535942	-143.428339
3.714407221	-144.3208624
3.280323434	-145.2099998
2.834315676	-146.0956099
2.376421795	-146.9775461
1.906686506	-147.8556564
1.425161478	-148.7297842
0.931905415	-149.5997676
0.426984104	-150.4654407
-0.089529549	-151.3266326
-0.61755551	-152.1831685
-1.157006624	-153.0348697
-1.707788648	-153.8815536
-2.269800307	-154.7230343
-2.842933369	-155.5591228
-3.427072746	-156.389627
-4.022096613	-157.2143522
-4.627876555	-158.0331017
-5.244277727	-158.8456765
-5.871159046	-159.6518762
-6.508373391	-160.451499
-7.155767835	-161.244342
-7.813183886	-162.0302019
-8.480457751	-162.8088752
-9.157420613	-163.5801582
-9.84389893	-164.3438479
-10.53971474	-165.0997423
-11.24468598	-165.8476403
-11.95862684	-166.5873426
-12.68134807	-167.3186519
-13.41265736	-168.0413732
-14.15235969	-168.755314
-14.9002577	-169.4602853
-15.65615206	-170.1561011
-16.41984183	-170.8425794
-17.19112484	-171.5195422
-17.96979807	-172.1868161
-18.75565801	-172.8442322
-19.54850104	-173.4916266
-20.34812378	-174.128841
-21.15432347	-174.7557223
-21.9668983	-175.3721234
-22.78564778	-175.9779034
-23.61037304	-176.5729273
-24.4408772	-177.1570666
-25.27696565	-177.7301997
-26.11844641	-178.2922114
-26.96513034	-178.8429934
-27.81683152	-179.3824445
-28.67336744	-179.9104705
-29.53455933	-180.4269841
-30.40023235	-180.9319054
-31.27021584	-181.4251615
-32.14434358	-181.9066865
-33.02245392	-182.3764218
-33.90439005	-182.8343157
-34.79000016	-183.2803234
-35.6791376	-183.7144072
-36.57166103	-184.1365359
-37.46743461	-184.5466851
-38.36632811	-184.9448368
-39.26821703	-185.3309792
-40.17298273	-185.7051069
-41.08051255	-186.0672203
-41.99069989	-186.4173255
-42.90344432	-186.7554343
-43.81865166	-187.0815636
-44.73623405	-187.3957356
-45.65611005	-187.6979772
-46.57820467	-187.98832
-47.11241855	-189.027002
-47.05552481	-191.2821624
-46.34943195	-194.279967
-43.3893935	-197.2171515
-38.19637648	-199.678576
-31.08349178	-201.1904134
-22.39969543	-201.158921
-12.6435743	-198.9523386
-2.588392168	-194.1171334
6.70E+00	-186.7014119
14.11713335	-177.4116078
18.95233859	-167.3564257
21.15892104	-157.6003046
21.19041337	-148.9165082
19.678576	-141.8036235
17.21715153	-136.6106065
14.27996705	-133.6505681
11.28216241	-132.9444752
9.027001957	-132.8875814
7.988320003	-133.4217953
