12.9075432	-170.8395049
12.27390245	-170.848462
11.64260126	-170.8545853
11.01362754	-170.8579018
10.38696862	-170.8584383
9.762611228	-170.8562213
9.140541582	-170.8512771
8.520745357	-170.8436316
7.903207733	-170.8333104
7.287913411	-170.8203389
6.674846632	-170.8047419
6.063991199	-170.7865441
5.455330493	-170.7657699
4.848847497	-170.7424434
4.244524806	-170.7165881
3.64234465	-170.6882275
3.042288907	-170.6573846
2.444339121	-170.624082
1.848476513	-170.5883421
1.254682	-170.5501869
0.662936205	-170.509638
0.073219471	-170.4667169
-0.514488123	-170.4214444
-1.100206758	-170.3738412
-1.683956854	-170.3239276
-2.265759067	-170.2717235
-2.845634274	-170.2172485
-3.423603565	-170.1605219
-3.999688233	-170.1015626
-4.573909767	-170.040389
-5.14628984	-169.9770195
-5.716850304	-169.9114719
-6.285613183	-169.8437637
-6.852600662	-169.773912
-7.417835086	-169.7019337
-7.981338947	-169.6278452
-8.543134887	-169.5516627
-9.103245682	-169.473402
-9.661694247	-169.3930785
-10.21850363	-169.3107072
-10.77369699	-169.226303
-11.32729762	-169.1398802
-11.87932893	-169.051453
-12.42981446	-168.961035
-12.97877782	-168.8686396
-13.52624277	-168.7742798
-14.07223316	-168.6779685
-14.61677296	-168.5797179
-15.15988621	-168.47954
-15.7015971	-168.3774466
-16.24192988	-168.273449
-16.78090894	-168.1675583
-17.31855873	-168.059785
-17.85490383	-167.9501396
-18.38996891	-167.8386321
-18.92377875	-167.7252722
-19.45635822	-167.6100691
-19.98773232	-167.493032
-20.51792612	-167.3741694
-21.04696483	-167.2534897
-21.57487374	-167.131001
-22.10167828	-167.0067109
-22.62740398	-166.8806268
-23.15207648	-166.7527556
-23.67572157	-166.623104
-24.19836513	-166.4916784
-24.72003319	-166.3584847
-25.24075191	-166.2235287
-25.76054758	-166.0868157
-26.27944664	-165.9483506
-26.79747567	-165.8081381
-27.31466141	-165.6661825
-27.83103076	-165.5224878
-28.34661077	-165.3770576
-28.86142869	-165.2298952
-29.37551192	-165.0810035
-29.88888806	-164.9303852
-30.4015849	-164.7780424
-30.91363043	-164.623977
-31.42505286	-164.4681906
-31.93588061	-164.3106843
-31.89077964	-164.80974
-30.96843093	-166.3611917
-29.32073419	-168.6603717
-26.26002876	-171.6877438
-21.956572	-175.161149
-16.68758499	-178.7734512
-10.68791169	-182.2421275
-4.186904465	-185.2997798
2.549191701	-187.6900918
9.17932547	-189.1793255
15.27267245	-189.5909765
20.34168686	-188.8593567
23.93575925	-187.0757882
25.76423312	-184.4895215
25.77434359	-181.4510927
24.13202839	-178.3308028
21.13193074	-175.4583298
17.32991954	-173.0968945
14.39890474	-171.4578424
