-2.269800307	-159.1151281
-2.459614493	-159.3838638
-2.650660268	-159.6518762
-2.842933369	-159.9191579
-3.036429449	-160.1857013
-3.231144079	-160.451499
-3.427072746	-160.7165433
-3.624210855	-160.9808268
-3.822553729	-161.244342
-4.022096613	-161.5070813
-4.222834669	-161.7690371
-4.424762982	-162.0302019
-4.627876555	-162.2905683
-4.832170316	-162.5501285
-5.037639116	-162.8088752
-5.244277727	-163.0668007
-5.452080849	-163.3238975
-5.661043105	-163.5801582
-5.871159046	-163.8355751
-6.082423148	-164.0901409
-6.294829818	-164.3438479
-6.508373391	-164.5966888
-6.723048132	-164.8486561
-6.938848237	-165.0997423
-7.155767835	-165.34994
-7.373800989	-165.5992418
-7.592941695	-165.8476403
-7.813183886	-166.0951282
-8.034521431	-166.3416981
-8.256948137	-166.5873426
-8.480457751	-166.8320546
-8.705043958	-167.0758268
-8.930700389	-167.3186519
-9.157420613	-167.5605228
-9.385198146	-167.8014322
-9.614026449	-168.0413732
-9.84389893	-168.2803385
-10.07480894	-168.5183211
-10.30674979	-168.755314
-10.53971474	-168.9913103
-10.77369699	-169.226303
-11.0086897	-169.4602853
-11.24468598	-169.6932502
-11.48167892	-169.9251911
-11.71966155	-170.1561011
-11.95862684	-170.3859736
-12.19856776	-170.6148019
-12.43947721	-170.8425794
-12.68134807	-171.0692996
-12.92417318	-171.294956
-13.16794535	-171.5195422
-13.41265736	-171.7430519
-13.65830194	-171.9654786
-13.90487182	-172.1868161
-14.15235969	-172.4070583
-14.4007582	-172.626199
-14.65006	-172.8442322
-14.9002577	-173.0611518
-15.1513439	-173.2769519
-15.40331117	-173.4916266
-15.65615206	-173.7051702
-15.90985912	-173.9175769
-16.16442487	-174.128841
-16.41984183	-174.3389569
-16.67610248	-174.5479192
-16.93319933	-174.7557223
-17.19112484	-174.9623609
-17.44987149	-175.1678297
-17.70943174	-175.3721234
-17.96979807	-175.575237
-18.23096291	-175.7771653
-18.49291874	-175.9779034
-18.75565801	-176.1774463
-19.01917317	-176.3757891
-19.28345669	-176.5729273
-19.54850104	-176.7688559
-19.81429868	-176.9635706
-20.0808421	-177.1570666
-20.34812378	-177.3493397
-20.61613623	-177.5403855
-20.88487195	-177.7301997
-20.58833129	-178.6315627
-19.39211708	-180.6910237
-17.51319133	-183.4917138
-14.66734646	-186.3513491
-11.02313543	-188.9323405
-6.838682296	-190.9613363
-2.394213962	-192.1764298
1.990952649	-192.3550281
5.964434736	-191.3584279
9.17932547	-189.1793255
11.35842791	-185.9644347
12.35502806	-181.9909526
12.17642981	-177.605786
10.96133633	-173.1613177
8.932340515	-168.9768646
6.351349059	-165.3326535
3.491713753	-162.4868087
0.69102365	-160.6078829
-1.368437276	-159.4116687
